ticker,universe_name,match,sbti_id,company_name,isin,location,near_term_status,near_term_target_classification,net_zero_status,value
BALL,Ball Corporation,isin,40000783,Ball Corporation,US0584981064,United States of America,Targets set,1.5°C,,3
BBY,Best Buy,isin,40002585,"Best Buy Co., Inc.",US0865161014,United States of America,Targets set,1.5°C,,3
BDX,Becton Dickinson,isin,40000251,"BD (Becton, Dickinson & Company)",US0758871091,United States of America,Targets set,1.5°C,Targets set,4
BG,Bunge Global,manual,40012156,Bunge Limited,BMG169621056,United States of America,Targets set,Well-below 2°C,,2
BIIB,Biogen,isin,40008014,Biogen Inc.,US09062X1037,United States of America,Commitment removed,,Commitment removed,0
BKNG,Booking Holdings,isin,40003698,Booking Holdings Inc.,US09857L1089,United States of America,Targets set,1.5°C,Targets set,4
BMY,Bristol Myers Squibb,isin,40001526,Bristol Myers Squibb,US1101221083,United States of America,Targets set,1.5°C,Targets set,4
BR,Broadridge Financial Solutions,isin,40002661,"Broadridge Financial Solutions, Inc.",US11133T1034,United States of America,Targets set,1.5°C,Targets set,4
BSX,Boston Scientific,isin,40016069,Boston Scientific Corporation,US1011371077,United States of America,Targets set,1.5°C,Targets set,4
BXP,"BXP, Inc.",isin,40013023,BXP,US1011211018,United States of America,Targets set,1.5°C,Commitment removed,3
CAH,Cardinal Health,isin,40000125,"Cardinal Health, Inc.",US14149Y1082,United States of America,Targets set,1.5°C,,3
CARR,Carrier Global,isin,40008060,Carrier Global Corporation,US14448C1045,United States of America,Targets set,1.5°C,Targets set,4
CBRE,CBRE Group,isin,40005539,CBRE,US12504L1098,United States of America,Targets set,1.5°C,Targets set,4
CDNS,Cadence Design Systems,isin,40014559,Cadence Design Systems,US1273871087,United States of America,Targets set,1.5°C,Targets set,4
CDW,CDW Corporation,isin,40010913,CDW Corporation,US12514G1085,United States of America,Targets set,1.5°C,,3
CHD,Church & Dwight,isin,40001594,Church & Dwight Co. Inc.,US1713401024,United States of America,Targets set,1.5°C,,3
CI,Cigna,isin,40013591,The Cigna Group,US1255231003,United States of America,Committed,,,1
CIEN,Ciena,isin,40000064,Ciena Corporation,US1717793095,United States of America,Targets set,1.5°C,,3
CL,Colgate-Palmolive,isin,40013763,Colgate Palmolive Company,US1941621039,United States of America,Targets set,1.5°C,Targets set,4
CLX,Clorox,isin,40006501,The Clorox Company,US1890541097,United States of America,Targets set,1.5°C,Commitment removed,3
